code,name_latin,name_en,name_fr
6129,Poraniomorpha hispida,P. Hispida,
6130,Poraniomorpha borealis,P. Borealis,
6131,Diplopteraster multipes,D. Multipes,
6132,Leptasterias mulleri,Muller's starfish,
6133,Pontaster sp.,Pontaster sp.,
6134,Leptasterias tenera,Slender armed sea star,
6135,Astrotecten duplicatus,A. Duplicatus,
6200,Ophiuroidea (subcl. / infracl.),Brittle star unspecified ,Ophiure  non sp‚cifi‚
6211,Ophiopholis aculeata,Daisy,Ophiure
6212,Ophiura sp.,Ophiura sp.,Ophiures
6213,Ophiura sarsi,Ophiura sarsi,Ophiure
6215,Ophiura robusta,Ophiura robusta,Ophiure
6217,Stegophiura nodosa,S. Nodosa,
6300,"Gorgonocephalidae,asteronychidae",Basket star unspecified,Fausse ‚toile de mer non sp‚cifi‚e
6309,Gorgonocephalida f.,Gorgonocephalida f.,Gorgonoc‚phales
6310,Gorgonocephalus sp.,Gorgonocephalus sp.,Gorgonoc‚phales
6397,Echinoidea c.,"Sand dollars,urchins (ns)",Oursins
6400,Strongylocentrotus sp.,Sea urchin ,Oursin 
6411,Strongylocentrotus droebachiensis,S. Droebachiensis,Oursin vert
6412,Strongylocentrotus echinoides,S. Echinoides,
6413,Brisaster fragilis,Heart urchin,Spatangue
6416,GADUS MORHUA,Crayon,
6420,Arabacia sp.,Arabacia sp.,
6421,Arabacia punctulata,Purple sea urchin,
6500,Clypeasteroida (ord.),Sand dollar unspecified,Clyp‚astre non sp‚cifi‚
6511,Echinarachnius parma,E. Parma,Dollar de mer
6600,Holothuroidea (cl.),Sea cucumber unspecified,Holothurie non sp‚cifi‚
6611,Cucumaria frondosa,Cucumaria frondosa,Holothuries
6700,"Psoluses,thyones,etc. (ns)","Psoluses,thyones,etc. (ns)",
6705,Phyllophoridae f.,Phyllophoridae f.,
6710,Psolus sp.,Psolus sp.,Holothuries
6711,Havelockia scabra,Havelockia scabra,
6712,Thyone unisemita,Thyone unisemita,
6713,Psolus fabricii,Scarlett psolus,Psolus ‚carlate
6714,Thyone sp.,Thyone sp.,
6715,Psolus phantapus,Psolus phantapus,Holothuries
6716,Duasmodactyla commune,D. Commune,
6717,Caudina arenata,Caudina arenata,
6718,Molpadia sp.,Molpadia sp.,Holothuries
6719,Chiridota laevis,Chiridota laevis,
6720,Molpadia musculus,Molpadia musculus,
6801,Echinocardium cordatum,E. Cordatum,
6900,Crinoidea c.,Sea lilies,Lis de mer
6999,echinoderm remains, ,
7000,"Parasites,round worms","Parasites,round worms",
7001,RESERVED,cod/haddock/pollock,
7002,RESERVED,silverhake/squid/argentine,
7003,RESERVED,reserved,
7004,RESERVED,reserved,
7005,RESERVED,reserved,
7006,RESERVED,reserved,
7007,RESERVED,reserved,
7008,RESERVED,reserved,
7009,RESERVED,reserved,
7010,RESERVED,reserved,
7011,RESERVED,reserved,
7012,RESERVED,reserved,
7013,RESERVED,reserved,
7014,RESERVED,reserved,
7015,RESERVED,reserved,
7016,RESERVED,reserved,
7017,RESERVED,reserved,
7018,RESERVED,reserved,
7019,RESERVED,reserved,
7020,RESERVED,reserved,
7021,RESERVED,reserved,
7022,RESERVED,reserved,
7023,RESERVED,reserved,
7024,RESERVED,reserved,
7025,RESERVED,reserved,
7026,RESERVED,reserved,
7027,RESERVED,reserved,
7028,RESERVED,reserved,
7029,RESERVED,reserved,
7030,RESERVED,reserved,
7031,RESERVED,reserved,
7032,RESERVED,reserved,
7033,RESERVED,reserved,
7034,RESERVED,reserved,
7035,RESERVED,reserved,
7036,RESERVED,reserved,
7037,RESERVED,reserved,
7038,RESERVED,reserved,
7039,RESERVED,reserved,
7040,RESERVED,reserved,
7041,RESERVED,reserved,
7042,RESERVED,reserved,
7043,RESERVED,reserved,
7044,RESERVED,reserved,
7045,RESERVED,reserved,
7046,RESERVED,reserved,
7047,RESERVED,reserved,
7048,RESERVED,reserved,
7049,RESERVED,reserved,
7050,RESERVED,4VsW sentinal survey,
7051,RESERVED,4X mobile gear survey,
7052,RESERVED,4Vn sentinal survey,
7053,RESERVED,4VWX monkfish survey,
7054,RESERVED,4VWX skate survey,
7055,RESERVED,5Z fixed gear survey,
7056,RESERVED,reserved,
7057,RESERVED,reserved,
7058,RESERVED,reserved,
7059,RESERVED,reserved,
7060,RESERVED,reserved,
7061,RESERVED,reserved,
7062,RESERVED,reserved,
7063,RESERVED,reserved,
7064,RESERVED,reserved,
7065,RESERVED,reserved,
7066,RESERVED,reserved,
7067,RESERVED,reserved,
7068,RESERVED,reserved,
7069,RESERVED,reserved,
7070,RESERVED,reserved,
7071,RESERVED,reserved,
7072,RESERVED,reserved,
7073,RESERVED,reserved,
7074,RESERVED,reserved,
7075,RESERVED,reserved,
7076,RESERVED,reserved,
7077,RESERVED,reserved,
7078,RESERVED,reserved,
7079,RESERVED,reserved,
7080,RESERVED,reserved,
7081,RESERVED,reserved,
7082,RESERVED,reserved,
7083,RESERVED,reserved,
7084,RESERVED,reserved,
7085,RESERVED,reserved,
7086,RESERVED,reserved,
7087,RESERVED,reserved,
7088,RESERVED,reserved,
7089,RESERVED,reserved,
7090,RESERVED,reserved,
7091,RESERVED,reserved,
7092,RESERVED,reserved,
7093,RESERVED,reserved,
7094,RESERVED,reserved,
7095,RESERVED,reserved,
7096,RESERVED,reserved,
7097,RESERVED,reserved,
7098,RESERVED,reserved,
7099,RESERVED,reserved,
7100,Nematoda c.,Nematoda c.,N‚matodes
7101,cod worm, ,
7110,Porrocaecum sp.,Porrocaecum sp.,
7111,Porrocaecum decipiens,P. Decipiens,
7113,Contracaecum sp.,Contracaecum sp.,
7116,Anisakis sp.,Anisakis sp.,
7500,Turbellaria c.,Turbellaria c.,Turbellari‚s (platyhelminthes)
7600,Trematoda c.,Trematoda c.,
7601,DIGENEA S.C.,DIGENEA S.C.,
7700,Cestoda c.,Cestoda c.,
8000,"Ctenophora,coelenterata,porifera","Ctenophores,etc.",Mammif_res marins
8100,Ctenophora p.,Comb jellies,Ct‚nophores
8111,Beroe cucumis,Beroe cucumis,
8113,Pleurobrachia sp.,Pleurobrachia sp.,
8200,Coelenterata / cnidaria (phy.),Coelenterate / cnidarian unspecified.,Coelent‚r‚ / cnidaire non sp‚cifi‚
8208,Actinaria c.,Actinaria c.,An‚mones de mer
8210,Physalia pelagica,Man of war,
8300,Anthozoa (cl.),Sea anemone unspecified,An‚mone de mer non sp‚cifi‚e
8311,Metridium senile,Metridium senile,
8313,Stomphia coccinea,Stomphia coccinea,
8315,Tealia  felina,Tealia  felina,
8316,Hormathia sp.,Hormathia sp.,An‚mones de mer
8317,Bolocera sp.,Bolocera sp.,
8318,Pennatula borealis,Sea pen,Plume de mer
8319,Actinauge verrillii,A. Verrillii,
8320,Cerianthus borealis,C. Borealis,
8321,Epizoanthus incrustatus,E. Incrustatus,
8322,Primnoa resedaeformis,P. Resedaeformis,
8323,Paragorgia arborea,Paragorgia arborea (Soft coral - branching),Paragorgia arborea
8324,Duva multiflora,Sea cauliflower / Soft coral,Main de mer
8325,KERATOSIS ORNATA,Gold-banded coral,
8326,ACANTHPGORGIA ARMATA,Acanthpgorgia armata,
8327,PARAMURICEA GRANDIS,"Sea Cauliflower, Strawberries",
8328,PARAMURICEA PLACOMUS,Paramuricea placomus,
8329,ACANELLA ARBUSCULA,Acanella arbuscula,
8330,FLABELLUM ALABASTRUM,Flabellum alabastrum,
8331,Lophelia pertusa,Spider hazard coral,
8333,black coral,black coral,
8400,Hydrozoa c.,Hydrozoa c.,Hydrozoaires
8405,Sertularia sp.,Garland hydroids,
8411,Aglantha digitale,Aglantha digitale,
8421,Obelia sp.,Hydromedusae,
8500,Scyphozoa (cl.),Jellyfish unspecified,m‚duse non sp‚cifi‚e
8511,Cyanea capillata,Pink jellyfish,
8520,Pelagia noctiluca,Jellyfish,
8530,coral, ,
8600,Porifera (phy.),Sponge unspecified,êponge  non sp‚cifi‚e
8610,POLYMASTIA sp.,Polymastia unspecified,Polymastia  non sp‚cifi‚
8611,Polymastia mammilaris,Polymastia mammilaris (sponge),Polymastia mammilaris (êponge)
8612,Tentorium semisuberites,Tentorium semisuberites (sponge),Tentorium semisuberites (êponge)
8613,Suberites ficus,Fig sponge,Suberites ficus (êponge)
8614,Iophon sp.,Iophon sp. (Sponge) unspecified,Iophon sp. (êponge) non sp‚cifi‚
8615,Mycale sp.,Mycale sp.,
8616,Mycale lingua,Mycale lingua (sponge),Mycale lingua (êponge)
8617,Biemna variantia,Biemna variantia,Biemna variantia
8618,Haliclona sp.,Haliclona sp.,
8620,Halichondria sitiens,Halichondria sitiens,
8621,Haliclona oculata,Eyed sponge,êponge digit‚e
8622,Hormathia tuberculosa,H. Tuberculosa,
8623,Halichondria panacea,Breadcrumb sponge,êponge mie de pain
8624,Phakellia ventilabrum,Phakellia ventilabrum (sponge),Phakellia ventilabrum (êponge)
8700,Siphonophora o.,Siphonophora o.,
9000,Unidentified / digested remains,Unidentified / Digested remains,Restes non identifi‚ / pourri
9001,Unidentified fish and/or invertebrates,Unidentified fish and/or invertebrates,Poisson ou invert‚br‚ non identifi‚
9002,Unid fish and remains,Unid remains,
9003,Unid fish and eggs,Unid fish and eggs,
9100,Mucus,Mucus,
9200,Stones and rocks,Stones and rocks,
9300,Thallophyta c.,"Seaweed, algae, kelp","G‚omon, algues, varech"
9301,Fucus sp.,Brown rockweed,
9302,Ulva sp.,Sea lettuce,
9303,Phaeophyceae c.,Brown seaweeds,
9304,Rhodophyceae,Red seaweeds,Algues rouges
9399,UNKNOWN,UNKNOWN,
9400,Foreign articles / garbage,Foreign articles / garbage,D‚chets / R‚sidus domestiques
9405,Insecta c.,Land insects,
9406,Diptera o.,Diptera o.,
9410,Aves c.,G.land bird,
9430,Chelonia o.,Tortoises and sea going turtles,
9431,CHELONIA MYDAS,GREEN SEA TURTLE,
9432,ERETMOCHELYS IMBRICATA,HAWKSBILL SEA TURTLE,
9433,LEPODOCHELYS KEMPII,KEMPS RIDLEY SEA TURTLE,
9434,LEPODOCHELYS OLIVACEA,OLIVE RIDLEY SEA TURTLE,
9435,DEMOCHELYS CORIAVEA,LEATHERBACK SEA TURTLE,
9436,CARETTA CARETTA,LOGGERHEAD SEA TURTLE,
9437,CHELONIDAE NS,HARD SHELL SEA TURTLE NS,
9450,MORUS BASSANUS,Northern Gannet,
9451,LARUS ARGENTATUS,Herring Gull,
9452,STERCORARIUS PARASITICUS,Parasitic Jaeger,
9453,PHALAROPUS LOBATUS,Red-necked Phalarope,
9454,LARUS DELAWARENSIS,Ring-billed Gull,
9455,LARUS MARINUS,Great Black-backed Gull,
9456,LARUS CACHINNANS,Yellow-legged Gull,
9457,LARUS FUSCUS,Lesser Black-backed Gull,
9458,LARUS RIDIBUNDUS,Common Black-headed Gull,
9460,LARUS ATRICILLA,Laughing Gull,
9462,LARUS MINUTUS,Little Gull,
9463,PAGOPHILA EBURNEA,Ivory Gull,
9466,RISSA TRIDACTYLA,Black-legged Kittiwake,
9467,CHLIDONIAS NIGER,Black Tern,
9468,STERNA CASPIA,Caspian Tern,
9469,STERNA MAXIMA,Royal Tern,
9470,STERNA SANDVICENSIS,Sandwich Tern,
9471,STERNA HIRUNDO,Common Tern,
9472,STERNA PARADISAEA,Arctic Tern,
9474,STERNA ANAETHETUS,Bridled Tern,
9475,STERNA ANTILLARUM,Least Tern,
9476,ALCA TORDA,Razorbill,
9477,PHALACROCORAX AURITIUS,Double-crested Cormorant,
9478,PHALACROCORAX CARBO,Great Cormorant,
9479,ALLE ALLE,Dovekie,
9480,URIA AALGE,Common Murre,
9481,URIA LOMVIA,Thick-billed Murre,
9483,CEPPHUS GRYLLE,Black Guillemot,
9484,BRACHYRAMPHUSMARMORATUS,Marbled Murrelet,
9485,FRATERCULA ARCTICA,Atlantic Puffin,
9486,FULMARUS GLACIALIS,Northern Fulmar,
9488,PUFFINUS GRAVIS,Greater Shearwater,
9489,PUFFINUS GRISEUS,Sooty Shearwater,
9490,PUFFINUS PUFFINUS,Manx Shearwater,
9493,SOMATERIA MOLLISSIMA,Common Eider,
9494,SOMATERIA SPECTABILIS,King Eider,
9495,HISTRIONICUS HISTRIONICUS,Harlequin Duck,
9500,Mud,Mud,
9510,bait, ,
9511,"bait, squid", ,
9512,"bait, herring", ,
9513,"bait, mackerel", ,
9514,"bait, redfish", ,
9600,Water,Water,
9620,inorganic debris, ,
9630,Wood,Wood,Bois
9650,fluid, ,
9700,Sand,Sand,
9800,Oil(crude),Oil (crude),
9991,UNIDENTIFIED,FIRST UNIDENTIFIED PER SET,
9992,UNIDENTIFIED,SECOND UNIDENTIFIED PER SET,
9993,UNIDENTIFIED,THIRD UNIDENTIFIED PER SET,
9994,UNIDENTIFIED,FOURTH UNIDENTIFIED PER SET,
9995,UNIDENTIFIED,FIFTH UNIDENTIFIED PER SET,
9996,UNIDENTIFIED,SIXTH UNIDENTIFIED PER SET,
9997,UNIDENTIFIED,SEVENTH UNIDENTIFIED PER SET,
9998,UNIDENTIFIED,EIGHTH UNIDENTIFIED PER SET,
9999,UNIDENTIFIED,NINTH UNIDENTIFIED PER SET,
